symbol	NCG_symbol	entrez
HNRNPH3	HNRNPH3	3189
2H9	HNRNPH3	3189
HNRPH3	HNRNPH3	3189
HNRNPK	HNRNPK	3190
AUKS	HNRNPK	3190
HNRPK	HNRNPK	3190
TUNP	HNRNPK	3190
HNRNPL	HNRNPL	3191
HNRPL	HNRNPL	3191
P/OKcl.14	HNRNPL	3191
hnRNP-L	HNRNPL	3191
HNRNPU	HNRNPU	3192
EIEE54	HNRNPU	3192
GRIP120-AS1	HNRNPU	3192
HNRPU	HNRNPU	3192
SAF-A	HNRNPU	3192
SAFA	HNRNPU	3192
U21.1	HNRNPU	3192
hnRNP U	HNRNPU	3192
pp120	HNRNPU	3192
TLX1	TLX1	3195
HOX11	TLX1	3195
TCL3	TLX1	3195
TLX2	TLX2	3196
HOX11L1	TLX2	3196
NCX	TLX2	3196
HOXA1	HOXA1	3198
BSAS	HOXA1	3198
HOX1F	HOXA1	3198
HOXA2	HOXA2	3199
HOX1K	HOXA2	3199
MCOHI	HOXA2	3199
HOXA3	HOXA3	3200
HOX1E	HOXA3	3200
HOXA4	HOXA4	3201
HOXA5	HOXA5	3202
HOX1.3	HOXA5	3202
HOX1C	HOXA5	3202
HOXA6	HOXA6	3203
HOX1.2	HOXA6	3203
HOX1B	HOXA6	3203
HOXA7	HOXA7	3204
ANTP	HOXA7	3204
HOX1.1	HOXA7	3204
HOX1A	HOXA7	3204
HOXA9	HOXA9	3205
ABD-B	HOXA9	3205
HOX1.7	HOXA9	3205
HOX1G	HOXA9	3205
HOXA10	HOXA10	3206
HOX1.8	HOXA10	3206
HOX1H	HOXA10	3206
HOXA11	HOXA11	3207
HOX1I	HOXA11	3207
RUSAT1	HOXA11	3207
HPCA	HPCA	3208
BDR2	HPCA	3208
DYT2	HPCA	3208
HOXA13	HOXA13	3209
HOX1J	HOXA13	3209
HOXB1	HOXB1	3211
HCFP3	HOXB1	3211
HOX2I	HOXB1	3211
Hox-2.9	HOXB1	3211
HOXB2	HOXB2	3212
HOX2H	HOXB2	3212
Hox-2.8	HOXB2	3212
HOXB3	HOXB3	3213
HOX2G	HOXB3	3213
Hox-2.7	HOXB3	3213
HOXB4	HOXB4	3214
HOX-2.6	HOXB4	3214
HOX2F	HOXB4	3214
HOXB5	HOXB5	3215
HHO.C10	HOXB5	3215
HOX2A	HOXB5	3215
Hox2.1	HOXB5	3215
HOXB6	HOXB6	3216
HOX2B	HOXB6	3216
Hox-2.2	HOXB6	3216
HOXB7	HOXB7	3217
HHO.C1	HOXB7	3217
HOX2C	HOXB7	3217
Hox-2.3	HOXB7	3217
HOXB8	HOXB8	3218
HOX2D	HOXB8	3218
Hox-2.4	HOXB8	3218
HOXB9	HOXB9	3219
HOX-2.5	HOXB9	3219
HOX2E	HOXB9	3219
HOXC4	HOXC4	3221
HOX3E	HOXC4	3221
cp19	HOXC4	3221
HOXC5	HOXC5	3222
HOX3D	HOXC5	3222
HOXC6	HOXC6	3223
CP25	HOXC6	3223
HHO.C8	HOXC6	3223
HOX3C	HOXC6	3223
HOXC8	HOXC8	3224
HOX3A	HOXC8	3224
HOXC9	HOXC9	3225
HOX3B	HOXC9	3225
HOXC10	HOXC10	3226
HOX3I	HOXC10	3226
HOXC11	HOXC11	3227
HOX3H	HOXC11	3227
HOXC12	HOXC12	3228
HOC3F	HOXC12	3228
HOX3F	HOXC12	3228
HOXC13	HOXC13	3229
ECTD9	HOXC13	3229
HOX3G	HOXC13	3229
HOXD1	HOXD1	3231
HOX4G	HOXD1	3231
Hox-4.7	HOXD1	3231
HOXD3	HOXD3	3232
HOX4A	HOXD3	3232
Hox-4.1	HOXD3	3232
HOXD4	HOXD4	3233
HHO.C13	HOXD4	3233
HOX-5.1	HOXD4	3233
HOX4B	HOXD4	3233
Hox-4.2	HOXD4	3233
HOXD8	HOXD8	3234
HOX5.4	HOXD8	3234
HOXD9	HOXD9	3235
HOX4C	HOXD9	3235
Hox-4.3	HOXD9	3235
Hox-5.2	HOXD9	3235
HOXD10	HOXD10	3236
HOX4D	HOXD10	3236
Hox-4.4	HOXD10	3236
HOXD11	HOXD11	3237
HOX4F	HOXD11	3237
HOXD12	HOXD12	3238
HOX4H	HOXD12	3238
HOXD13	HOXD13	3239
BDE	HOXD13	3239
BDSD	HOXD13	3239
HOX4I	HOXD13	3239
SPD	HOXD13	3239
SPD1	HOXD13	3239
HP	HP	3240
BP2ALPHA2	HP	3240
HPA1S	HP	3240
HPCAL1	HPCAL1	3241
BDR1	HPCAL1	3241
VILIP-3	HPCAL1	3241
HPD	HPD	3242
4-HPPD	HPD	3242
4HPPD	HPD	3242
GLOD3	HPD	3242
HPPDASE	HPD	3242
HPGD	HPGD	3248
15-PGDH	HPGD	3248
PGDH	HPGD	3248
PGDH1	HPGD	3248
PHOAR1	HPGD	3248
SDR36C1	HPGD	3248
HPN	HPN	3249
TMPRSS1	HPN	3249
HPR	HPR	3250
A-259H10.2	HPR	3250
HPRT1	HPRT1	3251
HGPRT	HPRT1	3251
HPRT	HPRT1	3251
HPS1	HPS1	3257
BLOC3S1	HPS1	3257
HPX	HPX	3263
HX	HPX	3263
HRAS	HRAS	3265
C-BAS/HAS	HRAS	3265
C-H-RAS	HRAS	3265
C-HA-RAS1	HRAS	3265
CTLO	HRAS	3265
H-RASIDX	HRAS	3265
HAMSV1	HRAS	3265
RASH1	HRAS	3265
p21ras	HRAS	3265
ERAS	ERAS	3266
HRAS2	ERAS	3266
HRASP	ERAS	3266
AGFG1	AGFG1	3267
HRB	AGFG1	3267
RAB	AGFG1	3267
AGFG2	AGFG2	3268
HRBL	AGFG2	3268
RABR	AGFG2	3268
HRH1	HRH1	3269
H1-R	HRH1	3269
H1R	HRH1	3269
HH1R	HRH1	3269
hisH1	HRH1	3269
HRC	HRC	3270
HRG	HRG	3273
HPRGP	HRG	3273
THPH11	HRG	3273
HRH2	HRH2	3274
H2R	HRH2	3274
HH2R	HRH2	3274
PRMT2	PRMT2	3275
HRMT1L1	PRMT2	3275
PRMT1	PRMT1	3276
ANM1	PRMT1	3276
HRMT1L2	PRMT1	3276
IR1B4	PRMT1	3276
HES1	HES1	3280
HES-1	HES1	3280
HRY	HES1	3280
bHLHb39	HES1	3280
HSBP1	HSBP1	3281
NPC-A-13	HSBP1	3281
HSD3B1	HSD3B1	3283
3BETAHSD	HSD3B1	3283
HSDB3	HSD3B1	3283
HSDB3A	HSD3B1	3283
SDR11E1	HSD3B1	3283
HSD3B2	HSD3B2	3284
HSDB	HSD3B2	3284
SDR11E2	HSD3B2	3284
HSD11B1	HSD11B1	3290
11-DH	HSD11B1	3290
11-beta-HSD1	HSD11B1	3290
CORTRD2	HSD11B1	3290
HDL	HSD11B1	3290
HSD11B	HSD11B1	3290
HSD11L	HSD11B1	3290
SDR26C1	HSD11B1	3290
HSD11B2	HSD11B2	3291
AME	HSD11B2	3291
AME1	HSD11B2	3291
HSD11K	HSD11B2	3291
HSD2	HSD11B2	3291
SDR9C3	HSD11B2	3291
HSD17B1	HSD17B1	3292
17-beta-HSD	HSD17B1	3292
20-alpha-HSD	HSD17B1	3292
E2DH	HSD17B1	3292
EDHB17	HSD17B1	3292
SDR28C1	HSD17B1	3292
HSD17B3	HSD17B3	3293
EDH17B3	HSD17B3	3293
SDR12C2	HSD17B3	3293
HSD17B2	HSD17B2	3294
SDR9C2	HSD17B2	3294
HSD17B4	HSD17B4	3295
MFE-2	HSD17B4	3295
MFP-2	HSD17B4	3295
MPF-2	HSD17B4	3295
PRLTS1	HSD17B4	3295
SDR8C1	HSD17B4	3295
HSF1	HSF1	3297
HSF2	HSF2	3298
HSF 2	HSF2	3298
HSTF 2	HSF2	3298
HSF4	HSF4	3299
CTM	HSF4	3299
CTRCT5	HSF4	3299
DNAJB2	DNAJB2	3300
DSMA5	DNAJB2	3300
HSJ-1	DNAJB2	3300
HSJ1	DNAJB2	3300
HSPF3	DNAJB2	3300
DNAJA1	DNAJA1	3301
DJ-2	DNAJA1	3301
DjA1	DNAJA1	3301
HDJ2	DNAJA1	3301
HSDJ	DNAJA1	3301
HSPF4	DNAJA1	3301
NEDD7	DNAJA1	3301
hDJ-2	DNAJA1	3301
HSPA1A	HSPA1A	3303
HEL-S-103	HSPA1A	3303
HSP70-1A	HSPA1A	3303
HSP70I	HSPA1A	3303
HSPA1B	HSPA1B	3304
HSP70-1B	HSPA1B	3304
HSX70	HSPA1B	3304
HSPA1L	HSPA1L	3305
HSP70-1L	HSPA1L	3305
HSP70-HOM	HSPA1L	3305
HSP70T	HSPA1L	3305
hum70t	HSPA1L	3305
HSPA2	HSPA2	3306
HSP70-3	HSPA2	3306
HSPA4	HSPA4	3308
APG-2	HSPA4	3308
HEL-S-5a	HSPA4	3308
HS24/P52	HSPA4	3308
HSPH2	HSPA4	3308
RY	HSPA4	3308
hsp70	HSPA4	3308
hsp70RY	HSPA4	3308
HSPA5	HSPA5	3309
GRP78	HSPA5	3309
HEL-S-89n	HSPA5	3309
HSPA6	HSPA6	3310
HSP70B'	HSPA6	3310
HSPA8	HSPA8	3312
HEL-33	HSPA8	3312
HEL-S-72p	HSPA8	3312
HSC54	HSPA8	3312
HSC70	HSPA8	3312
HSC71	HSPA8	3312
HSP71	HSPA8	3312
HSP73	HSPA8	3312
HSPA10	HSPA8	3312
LAP-1	HSPA8	3312
NIP71	HSPA8	3312
HSPA9	HSPA9	3313
CRP40	HSPA9	3313
EVPLS	HSPA9	3313
GRP-75	HSPA9	3313
GRP75	HSPA9	3313
HEL-S-124mB	HSPA9	3313
MOT	HSPA9	3313
MOT2	HSPA9	3313
MTHSP75	HSPA9	3313
PBP74	HSPA9	3313
SAAN	HSPA9	3313
SIDBA4	HSPA9	3313
HSPB1	HSPB1	3315
CMT2F	HSPB1	3315
HEL-S-102	HSPB1	3315
HMN2B	HSPB1	3315
HS.76067	HSPB1	3315
HSP28	HSPB1	3315
Hsp25	HSPB1	3315
SRP27	HSPB1	3315
HSPB2	HSPB2	3316
Hs.78846	HSPB2	3316
LOH11CR1K	HSPB2	3316
MKBP	HSPB2	3316
HSP90AA1	HSP90AA1	3320
EL52	HSP90AA1	3320
HEL-S-65p	HSP90AA1	3320
HSP86	HSP90AA1	3320
HSP89A	HSP90AA1	3320
HSP90A	HSP90AA1	3320
HSP90N	HSP90AA1	3320
HSPC1	HSP90AA1	3320
HSPCA	HSP90AA1	3320
HSPCAL1	HSP90AA1	3320
HSPCAL4	HSP90AA1	3320
HSPN	HSP90AA1	3320
Hsp103	HSP90AA1	3320
Hsp89	HSP90AA1	3320
Hsp90	HSP90AA1	3320
LAP-2	HSP90AA1	3320
IGSF3	IGSF3	3321
EWI-3	IGSF3	3321
LCDD	IGSF3	3321
V8	IGSF3	3321
HSP90AB1	HSP90AB1	3326
D6S182	HSP90AB1	3326
HSP84	HSP90AB1	3326
HSP90B	HSP90AB1	3326
HSPC2	HSP90AB1	3326
HSPCB	HSP90AB1	3326
HSPD1	HSPD1	3329
CPN60	HSPD1	3329
GROEL	HSPD1	3329
HLD4	HSPD1	3329
HSP-60	HSPD1	3329
HSP60	HSPD1	3329
HSP65	HSPD1	3329
HuCHA60	HSPD1	3329
SPG13	HSPD1	3329
HSPE1	HSPE1	3336
CPN10	HSPE1	3336
EPF	HSPE1	3336
GROES	HSPE1	3336
HSP10	HSPE1	3336
DNAJB1	DNAJB1	3337
HSPF1	DNAJB1	3337
Hdj1	DNAJB1	3337
Hsp40	DNAJB1	3337
RSPH16B	DNAJB1	3337
Sis1	DNAJB1	3337
DNAJC4	DNAJC4	3338
DANJC4	DNAJC4	3338
HSPF2	DNAJC4	3338
MCG18	DNAJC4	3338
HSPG2	HSPG2	3339
PLC	HSPG2	3339
PRCAN	HSPG2	3339
SJA	HSPG2	3339
SJS	HSPG2	3339
SJS1	HSPG2	3339
NDST1	NDST1	3340
HSST	NDST1	3340
MRT46	NDST1	3340
NST1	NDST1	3340
FOXN2	FOXN2	3344
HTLF	FOXN2	3344
HTN1	HTN1	3346
HTN3	HTN3	3347
HIS2	HTN3	3347
HTN2	HTN3	3347
HTN5	HTN3	3347
HTR1A	HTR1A	3350
5-HT-1A	HTR1A	3350
5-HT1A	HTR1A	3350
5HT1a	HTR1A	3350
ADRB2RL1	HTR1A	3350
ADRBRL1	HTR1A	3350
G-21	HTR1A	3350
PFMCD	HTR1A	3350
HTR1B	HTR1B	3351
5-HT-1B	HTR1B	3351
5-HT-1D-beta	HTR1B	3351
5-HT1B	HTR1B	3351
5-HT1DB	HTR1B	3351
HTR1D2	HTR1B	3351
HTR1DB	HTR1B	3351
HTR1D	HTR1D	3352
5-HT1D	HTR1D	3352
HT1DAA	HTR1D	3352
HTRL	HTR1D	3352
RDC4	HTR1D	3352
HTR1E	HTR1E	3354
5-HT1E	HTR1E	3354
HTR1F	HTR1F	3355
5-HT-1F	HTR1F	3355
5-HT1F	HTR1F	3355
5HT6	HTR1F	3355
HTR1EL	HTR1F	3355
MR77	HTR1F	3355
HTR2A	HTR2A	3356
5-HT2A	HTR2A	3356
HTR2	HTR2A	3356
HTR2B	HTR2B	3357
5-HT(2B)	HTR2B	3357
5-HT-2B	HTR2B	3357
5-HT2B	HTR2B	3357
HTR2C	HTR2C	3358
5-HT1C	HTR2C	3358
5-HT2C	HTR2C	3358
5-HTR2C	HTR2C	3358
5HTR2C	HTR2C	3358
HTR1C	HTR2C	3358
HTR3A	HTR3A	3359
5-HT-3	HTR3A	3359
5-HT3A	HTR3A	3359
5-HT3R	HTR3A	3359
5HT3R	HTR3A	3359
HTR4	HTR4	3360
5-HT4	HTR4	3360
5-HT4R	HTR4	3360
HTR5A	HTR5A	3361
5-HT5A	HTR5A	3361
HTR6	HTR6	3362
5-HT6	HTR6	3362
5-HT6R	HTR6	3362
HTR7	HTR7	3363
5-HT7	HTR7	3363
HUS1	HUS1	3364
hHUS1	HUS1	3364
TNC	TNC	3371
150-225	TNC	3371
DFNA56	TNC	3371
GMEM	TNC	3371
HXB	TNC	3371
JI	TNC	3371
HYAL1	HYAL1	3373
HYAL-1	HYAL1	3373
LUCA1	HYAL1	3373
MPS9	HYAL1	3373
IAPP	IAPP	3375
IARS1	IARS1	3376
GRIDHH	IARS1	3376
IARS	IARS1	3376
ILRS	IARS1	3376
IRS	IARS1	3376
PRO0785	IARS1	3376
IBSP	IBSP	3381
BSP	IBSP	3381
BSP-II	IBSP	3381
SP-II	IBSP	3381
ICA1	ICA1	3382
ICA69	ICA1	3382
ICAp69	ICA1	3382
ICAM1	ICAM1	3383
CD54	ICAM1	3383
P3.58	ICAM1	3383
ICAM2	ICAM2	3384
CD102	ICAM2	3384
ICAM3	ICAM3	3385
CD50	ICAM3	3385
CDW50	ICAM3	3385
ICAM-R	ICAM3	3385
ICAM4	ICAM4	3386
CD242	ICAM4	3386
LW	ICAM4	3386
IRF8	IRF8	3394
H-ICSBP	IRF8	3394
ICSBP	IRF8	3394
ICSBP1	IRF8	3394
IMD32A	IRF8	3394
IMD32B	IRF8	3394
IRF-8	IRF8	3394
MRPL58	MRPL58	3396
DS-1	MRPL58	3396
DS1	MRPL58	3396
ICT1	MRPL58	3396
MRP-L58	MRPL58	3396
ID1	ID1	3397
ID	ID1	3397
bHLHb24	ID1	3397
ID2	ID2	3398
GIG8A	ID2	3398
ID2H	ID2	3398
bHLHb26	ID2	3398
ID3	ID3	3399
HEIR-1	ID3	3399
bHLHb25	ID3	3399
ID4	ID4	3400
IDB4	ID4	3400
bHLHb27	ID4	3400
IDE	IDE	3416
INSULYSIN	IDE	3416
IDH1	IDH1	3417
HEL-216	IDH1	3417
HEL-S-26	IDH1	3417
IDCD	IDH1	3417
IDPC	IDH1	3417
PICD	IDH1	3417
IDH2	IDH2	3418
D2HGA2	IDH2	3418
ICD-M	IDH2	3418
IDHM	IDH2	3418
IDPM	IDH2	3418
mNADP-IDH	IDH2	3418
IDH3A	IDH3A	3419
IDH3B	IDH3B	3420
RP46	IDH3B	3420
IDH3G	IDH3G	3421
H-IDHG	IDH3G	3421
IDI1	IDI1	3422
IPPI1	IDI1	3422
IDS	IDS	3423
ID2S	IDS	3423
MPS2	IDS	3423
SIDS	IDS	3423
IDUA	IDUA	3425
IDA	IDUA	3425
MPSI	IDUA	3425
CFI	CFI	3426
AHUS3	CFI	3426
ARMD13	CFI	3426
C3BINA	CFI	3426
C3b-INA	CFI	3426
FI	CFI	3426
KAF	CFI	3426
IFI16	IFI16	3428
IFNGIP1	IFI16	3428
PYHIN2	IFI16	3428
IFI27	IFI27	3429
FAM14D	IFI27	3429
ISG12	IFI27	3429
ISG12A	IFI27	3429
P27	IFI27	3429
IFI35	IFI35	3430
IFP35	IFI35	3430
SP110	SP110	3431
IFI41	SP110	3431
IFI75	SP110	3431
IPR1	SP110	3431
VODI	SP110	3431
IFIT2	IFIT2	3433
G10P2	IFIT2	3433
GARG-39	IFIT2	3433
IFI-54	IFIT2	3433
IFI-54K	IFIT2	3433
IFI54	IFIT2	3433
IFIT-2	IFIT2	3433
ISG-54 K	IFIT2	3433
ISG-54K	IFIT2	3433
ISG54	IFIT2	3433
cig42	IFIT2	3433
IFIT1	IFIT1	3434
C56	IFIT1	3434
G10P1	IFIT1	3434
IFI-56	IFIT1	3434
IFI-56K	IFIT1	3434
IFI56	IFIT1	3434
IFIT-1	IFIT1	3434
IFNAI1	IFIT1	3434
ISG56	IFIT1	3434
RNM561	IFIT1	3434
IFIT3	IFIT3	3437
CIG-49	IFIT3	3437
GARG-49	IFIT3	3437
IFI60	IFIT3	3437
IFIT4	IFIT3	3437
IRG2	IFIT3	3437
ISG60	IFIT3	3437
RIG-G	IFIT3	3437
cig41	IFIT3	3437
IFNA1	IFNA1	3439
IFL	IFNA1	3439
IFN	IFNA1	3439
IFN-ALPHA	IFNA1	3439
IFN-alphaD3	IFNA1	3439
IFNA@	IFNA1	3439
leIF D	IFNA1	3439
IFNA2	IFNA2	3440
IFN-alpha-2	IFNA2	3440
IFN-alphaA	IFNA2	3440
IFNAB	IFNA2	3440
leIF A	IFNA2	3440
IFNA4	IFNA4	3441
IFN-alpha4a	IFNA4	3441
INFA4	IFNA4	3441
IFNA5	IFNA5	3442
IFN-alpha-5	IFNA5	3442
IFN-alphaG	IFNA5	3442
INA5	IFNA5	3442
INFA5	IFNA5	3442
leIF G	IFNA5	3442
IFNA6	IFNA6	3443
IFN-alphaK	IFNA6	3443
IFNA7	IFNA7	3444
IFN-alphaJ	IFNA7	3444
IFNA-J	IFNA7	3444
IFNA8	IFNA8	3445
IFN-alphaB	IFNA8	3445
IFNA10	IFNA10	3446
IFN-alphaC	IFNA10	3446
IFNA13	IFNA13	3447
IFNA14	IFNA14	3448
IFN-alphaH	IFNA14	3448
LEIF2H	IFNA14	3448
IFNA16	IFNA16	3449
IFN-alpha-16	IFNA16	3449
IFN-alphaO	IFNA16	3449
IFNA17	IFNA17	3451
IFNA	IFNA17	3451
INFA	IFNA17	3451
LEIF2C1	IFNA17	3451
IFNA21	IFNA21	3452
LeIF F	IFNA21	3452
leIF-F	IFNA21	3452
IFNAR1	IFNAR1	3454
IFNAR	IFNAR1	3454
IFNBR	IFNAR1	3454
IFRC	IFNAR1	3454
IFNAR2	IFNAR2	3455
IFN-R	IFNAR2	3455
IFNABR	IFNAR2	3455
IFNARB	IFNAR2	3455
IMD45	IFNAR2	3455
IFNB1	IFNB1	3456
IFB	IFNB1	3456
IFF	IFNB1	3456
IFN-beta	IFNB1	3456
IFNB	IFNB1	3456
IFNG	IFNG	3458
IFG	IFNG	3458
IFI	IFNG	3458
IFNGR1	IFNGR1	3459
CD119	IFNGR1	3459
IFNGR	IFNGR1	3459
IMD27A	IFNGR1	3459
IMD27B	IFNGR1	3459
IFNGR2	IFNGR2	3460
IFGR2	IFNGR2	3460
IFNGT1	IFNGR2	3460
IFNW1	IFNW1	3467
IFRD1	IFRD1	3475
TIS7	IFRD1	3475
IGBP1	IGBP1	3476
ALPHA-4	IGBP1	3476
alpha4	IGBP1	3476
IGF1	IGF1	3479
IGF	IGF1	3479
IGF-I	IGF1	3479
IGFI	IGF1	3479
IGF1R	IGF1R	3480
CD221	IGF1R	3480
IGFIR	IGF1R	3480
IGFR	IGF1R	3480
JTK13	IGF1R	3480
IGF2	IGF2	3481
C11orf43	IGF2	3481
GRDF	IGF2	3481
IGF-II	IGF2	3481
PP9974	IGF2	3481
SRS3	IGF2	3481
IGF2R	IGF2R	3482
CD222	IGF2R	3482
CI-M6PR	IGF2R	3482
CIMPR	IGF2R	3482
M6P-R	IGF2R	3482
M6P/IGF2R	IGF2R	3482
MPR 300	IGF2R	3482
MPR1	IGF2R	3482
MPR300	IGF2R	3482
MPRI	IGF2R	3482
IGFALS	IGFALS	3483
ACLSD	IGFALS	3483
IGFBP1	IGFBP1	3484
AFBP	IGFBP1	3484
IGF-BP25	IGFBP1	3484
PP12	IGFBP1	3484
hIGFBP-1	IGFBP1	3484
IGFBP2	IGFBP2	3485
IBP2	IGFBP2	3485
IGF-BP53	IGFBP2	3485
IGFBP3	IGFBP3	3486
BP-53	IGFBP3	3486
IBP3	IGFBP3	3486
IGFBP4	IGFBP4	3487
BP-4	IGFBP4	3487
HT29-IGFBP	IGFBP4	3487
IBP4	IGFBP4	3487
IGFBP-4	IGFBP4	3487
IGFBP5	IGFBP5	3488
IBP5	IGFBP5	3488
IGFBP6	IGFBP6	3489
IBP6	IGFBP6	3489
IGFBP7	IGFBP7	3490
AGM	IGFBP7	3490
FSTL2	IGFBP7	3490
IBP-7	IGFBP7	3490
IGFBP-7	IGFBP7	3490
IGFBP-7v	IGFBP7	3490
IGFBPRP1	IGFBP7	3490
MAC25	IGFBP7	3490
RAMSVPS	IGFBP7	3490
CCN1	CCN1	3491
CYR61	CCN1	3491
IGFBP10	CCN1	3491
IGHMBP2	IGHMBP2	3508
CATF1	IGHMBP2	3508
CMT2S	IGHMBP2	3508
HCSA	IGHMBP2	3508
HMN6	IGHMBP2	3508
SMARD1	IGHMBP2	3508
SMUBP2	IGHMBP2	3508
ZFAND7	IGHMBP2	3508
JCHAIN	JCHAIN	3512
IGCJ	JCHAIN	3512
IGJ	JCHAIN	3512
JCH	JCHAIN	3512
RBPJ	RBPJ	3516
AOS3	RBPJ	3516
CBF-1	RBPJ	3516
CBF1	RBPJ	3516
IGKJRB	RBPJ	3516
IGKJRB1	RBPJ	3516
KBF2	RBPJ	3516
RBP-J	RBPJ	3516
RBP-J kappa	RBPJ	3516
RBP-JKK	RBPJ	3516
RBPSUH	RBPJ	3516
SUH	RBPJ	3516
csl	RBPJ	3516
IGLL1	IGLL1	3543
14.1	IGLL1	3543
AGM2	IGLL1	3543
CD179b	IGLL1	3543
IGL1	IGLL1	3543
IGL5	IGLL1	3543
IGLJ14.1	IGLL1	3543
IGLL	IGLL1	3543
IGO	IGLL1	3543
VPREB2	IGLL1	3543
IGSF1	IGSF1	3547
CHTE	IGSF1	3547
IGCD1	IGSF1	3547
IGDC1	IGSF1	3547
INHBP	IGSF1	3547
PGSF2	IGSF1	3547
IHH	IHH	3549
BDA1	IHH	3549
HHG2	IHH	3549
IK	IK	3550
CSA2	IK	3550
RER	IK	3550
IKBKB	IKBKB	3551
IKK-beta	IKBKB	3551
IKK2	IKBKB	3551
IKKB	IKBKB	3551
IMD15	IKBKB	3551
IMD15A	IKBKB	3551
IMD15B	IKBKB	3551
NFKBIKB	IKBKB	3551
IL1A	IL1A	3552
IL-1 alpha	IL1A	3552
IL-1A	IL1A	3552
IL1	IL1A	3552
IL1-ALPHA	IL1A	3552
IL1F1	IL1A	3552
IL1B	IL1B	3553
IL-1	IL1B	3553
IL1-BETA	IL1B	3553
IL1F2	IL1B	3553
IL1beta	IL1B	3553
IL1R1	IL1R1	3554
CD121A	IL1R1	3554
D2S1473	IL1R1	3554
IL-1R-alpha	IL1R1	3554
IL1R	IL1R1	3554
IL1RAP	IL1RAP	3556
C3orf13	IL1RAP	3556
IL-1RAcP	IL1RAP	3556
IL1R3	IL1RAP	3556
IL1RN	IL1RN	3557
DIRA	IL1RN	3557
ICIL-1RA	IL1RN	3557
IL-1RN	IL1RN	3557
IL-1ra	IL1RN	3557
IL-1ra3	IL1RN	3557
IL1F3	IL1RN	3557
MVCD4	IL1RN	3557
IL2	IL2	3558
IL-2	IL2	3558
TCGF	IL2	3558
lymphokine	IL2	3558
IL2RA	IL2RA	3559
IDDM10	IL2RA	3559
IL2R	IL2RA	3559
IMD41	IL2RA	3559
TCGFR	IL2RA	3559
IL2RB	IL2RB	3560
CD122	IL2RB	3560
IL15RB	IL2RB	3560
IMD63	IL2RB	3560
P70-75	IL2RB	3560
IL2RG	IL2RG	3561
CD132	IL2RG	3561
CIDX	IL2RG	3561
IL-2RG	IL2RG	3561
IMD4	IL2RG	3561
P64	IL2RG	3561
SCIDX	IL2RG	3561
SCIDX1	IL2RG	3561
IL3	IL3	3562
IL-3	IL3	3562
MCGF	IL3	3562
MULTI-CSF	IL3	3562
IL3RA	IL3RA	3563
CD123	IL3RA	3563
IL3RY	IL3RA	3563
IL3RX	IL3RA	3563
hIL-3Ra	IL3RA	3563
IL4	IL4	3565
BCGF-1	IL4	3565
BCGF1	IL4	3565
BSF-1	IL4	3565
BSF1	IL4	3565
IL-4	IL4	3565
IL4R	IL4R	3566
CD124	IL4R	3566
IL-4RAA	IL4R	3566
IL5	IL5	3567
IL-5	IL5	3567
IL5RA	IL5RA	3568
CD125	IL5RA	3568
CDw125	IL5RA	3568
HSIL5R3	IL5RA	3568
IL5R	IL5RA	3568
IL6	IL6	3569
BSF-2	IL6	3569
BSF2	IL6	3569
HSF	IL6	3569
IFN-beta-2	IL6	3569
IFNB2	IL6	3569
IL-6	IL6	3569
IL6R	IL6R	3570
CD126	IL6R	3570
IL-6R-1	IL6R	3570
IL-6RA	IL6R	3570
IL6QA	IL6R	3570
IL6RQ	IL6R	3570
gp80	IL6R	3570
IL6ST	IL6ST	3572
CD130	IL6ST	3572
CDW130	IL6ST	3572
HIES4	IL6ST	3572
IL-6RB	IL6ST	3572
sGP130	IL6ST	3572
IL7	IL7	3574
IL-7	IL7	3574
IL7R	IL7R	3575
CD127	IL7R	3575
CDW127	IL7R	3575
IL-7R-alphaA	IL7R	3575
ILRA	IL7R	3575
CXCL8	CXCL8	3576
GCP1	CXCL8	3576
IL8	CXCL8	3576
LECT	CXCL8	3576
LUCT	CXCL8	3576
LYNAP	CXCL8	3576
MDNCF	CXCL8	3576
MONAP	CXCL8	3576
NAF	CXCL8	3576
NAP-1	CXCL8	3576
SCYB8	CXCL8	3576
CXCR1	CXCR1	3577
C-C	CXCR1	3577
C-C-CKR-1	CXCR1	3577
CD128	CXCR1	3577
CD181	CXCR1	3577
CDw128a	CXCR1	3577
CMKAR1	CXCR1	3577
IL8R1	CXCR1	3577
IL8RBA	CXCR1	3577
IL9	IL9	3578
HP40	IL9	3578
IL-9	IL9	3578
CXCR2	CXCR2	3579
CDw128b	CXCR2	3579
CMKAR2	CXCR2	3579
IL8R2	CXCR2	3579
IL8RB	CXCR2	3579
IL9R	IL9R	3581
CD129	IL9R	3581
IL-9R	IL9R	3581
IL10	IL10	3586
CSIF	IL10	3586
GVHDS	IL10	3586
IL-10A	IL10	3586
IL10RA	IL10RA	3587
CD210	IL10RA	3587
CD210a	IL10RA	3587
CDW210A	IL10RA	3587
HIL-10R	IL10RA	3587
IL-10R1	IL10RA	3587
IL10R	IL10RA	3587
IL10RB	IL10RB	3588
CDW210B	IL10RB	3588
CRF2-4	IL10RB	3588
CRFB4	IL10RB	3588
D21S58	IL10RB	3588
D21S66	IL10RB	3588
IL-10R2	IL10RB	3588
IL11	IL11	3589
AGIF	IL11	3589
IL-11	IL11	3589
IL11RA	IL11RA	3590
CRSDA	IL11RA	3590
